X,Y,ID,Longitude,Latitude
560864.544517902,838799.932025199,"439",-8.4482340328,7.5880920142
564430.391155806,842808.138560353,"440",-8.415860022,7.624305021
564425.867911329,842809.791214682,"441",-8.415901009,7.624320025
564430.715828095,842814.21788655,"442",-8.415857004,7.624360006
564436.122495661,842815.661535982,"443",-8.41580797,7.624372998
564471.979726998,842806.536062923,"444",-8.415483004,7.624290017
564421.014617118,842809.339775475,"445",-8.415945014,7.624316001
564439.758239728,842814.007792471,"446",-8.415775029,7.624357995
564437.112407397,842815.218110929,"447",-8.415799001,7.624368975
564435.459209764,842813.890757733,"448",-8.415814005,7.624356989
564435.234885246,842815.660335193,"449",-8.415816017,7.624372998
564838.023346996,843577.823809745,"450",-8.4121549688,7.6312620007
565078.47655221,843821.818790169,"451",-8.409971986,7.6334660221
565044.272468327,843988.154847121,"452",-8.4102800209,7.6349709928
564676.205598602,843254.892523171,"453",-8.413625993,7.628343003
564744.663071994,842959.472103646,"454",-8.413009001,7.625670014
564753.387251315,842955.276888937,"455",-8.41292996,7.62563196
565060.698049109,843997.351299471,"456",-8.4101309907,7.6350539736
564894.174060028,845748.661369005,"457",-8.4116190299,7.6508970279
562040.578670745,840593.972506037,"458",-8.4375519678,7.6043059677
562486.487223112,840893.828199498,"459",-8.4335060231,7.6070129871
562700.701483348,841149.821206987,"460",-8.4315610025,7.6093259733
562697.167693307,841151.252894882,"461",-8.4315930214,7.6093389653
561611.536646354,842679.587755158,"462",-8.441417031,7.6231759787
561621.17277553,842734.986695029,"463",-8.441329021,7.623676965
561616.769306591,840167.021531958,"464",-8.4413990099,7.6004490349
561537.076514916,840117.935630601,"465",-8.4421220329,7.6000059675
560813.672639363,838733.63914536,"466",-8.4486959595,7.5874929596
561473.503292794,839461.825649355,"467",-8.4427060001,7.5940719992
564901.717018752,843942.192099116,"468",-8.4115730133,7.6345570106
564911.5282815,843947.515280355,"469",-8.4114839975,7.6346050389
564914.38225984,843956.359569648,"470",-8.4114580136,7.6346850023
563903.689816982,844372.555095917,"471",-8.4206159972,7.6384619717
561812.855825527,840197.669192692,"472",-8.439621041,7.600723961
565502.520231517,844589.430505614,"473",-8.406117987,7.640403975
565350.096456764,844500.668401054,"474",-8.407501001,7.639603
561866.618394028,840257.109908504,"475",-8.439132962,7.60126099
561828.28644506,840212.72892097,"476",-8.439480979,7.60086
561812.779427307,840178.107308518,"477",-8.439621963,7.600547019
561814.673215753,840157.982817166,"478",-8.439605031,7.600364965
561799.798421464,840149.234391756,"479",-8.43973998,7.600286007
561896.273358291,840268.981773009,"480",-8.438863987,7.601368027
561880.615496141,840265.199199517,"481",-8.439005977,7.601333996
561748.366612408,840854.392936344,"482",-8.440197967,7.606664971
561816.176692015,840189.389176423,"483",-8.439591033,7.600649027
561810.197619459,840208.396533299,"484",-8.439645013,7.600821024
561815.826730472,840209.72892546,"485",-8.439593967,7.60083301
561692.169646844,839780.840953496,"486",-8.440719992,7.596955039
561539.199388939,839503.146475035,"487",-8.442109963,7.594444994
561514.315843139,839548.001770497,"488",-8.442335017,7.594851013
561520.3162304,839512.296118351,"489",-8.442281038,7.594527975
561496.023311171,839536.478452033,"490",-8.442500979,7.594746994
561500.320633785,839538.14274153,"491",-8.442462003,7.594761998
561142.471334272,840749.586359167,"492",-8.445691969,7.605724018
561155.285261718,840735.777019458,"493",-8.445575964,7.60559896
561099.248096167,840820.837481582,"494",-8.446082985,7.606369006
561864.816713247,843000.531274672,"495",-8.439117037,7.626076033
564983.451117463,845797.090635227,"496",-8.4108090028,7.6513339765
564594.402723264,844282.508508262,"497",-8.414354967,7.637639036
563916.841279886,847217.83220331,"498",-8.420462022,7.664198019
563900.625091685,843694.742572346,"499",-8.420652039,7.632331029
560878.134480271,842333.936948426,"500",-8.448069999,7.6200579945
560944.216093987,842323.957885951,"501",-8.4474710282,7.619966967
561862.385077141,841305.054755053,"502",-8.4391590301,7.6107400004
560878.085192153,841597.752735081,"503",-8.4480789676,7.6133989915
561833.538036612,841269.52628647,"504",-8.4394209646,7.6104189735
562275.448106757,842771.551101106,"505",-8.4353969805,7.6240000036
562340.744222714,843191.970107407,"506",-8.4348000214,7.6278020348
561681.146336982,842929.310867979,"507",-8.4407830238,7.6254339796
561669.140695141,842918.907449861,"508",-8.4408919886,7.6253400184
561662.30907626,842911.160988957,"509",-8.4409540147,7.6252700295
561598.32063879,842840.096004335,"510",-8.4415349644,7.6246279757
563468.405813629,841591.399081156,"511",-8.4245959762,7.6133109815
562331.252904283,842270.587649002,"512",-8.434897,7.6194679923
562512.487724407,842437.874261626,"513",-8.4332519677,7.620978998
559950.477833754,841453.854100279,"514",-8.4564900398,7.6121080108
559739.362517441,841186.712054514,"515",-8.4584069811,7.6096940227
559732.965559989,841185.814459613,"516",-8.4584649839,7.6096859761
562857.622658986,841521.053619292,"517",-8.4301339835,7.6126820035
561629.095916942,840961.036288566,"518",-8.4412779752,7.6076309849
561761.413653851,841167.945099087,"519",-8.4400760103,7.6095009875
561615.176170441,842853.609990206,"520",-8.4413819946,7.6247500163
561017.649460206,842608.842041847,"521",-8.4468019847,7.6225429773
560604.956513416,839346.960591506,"522",-8.4505809657,7.5930430368
560889.079672696,841451.8365536,"523",-8.4479809832,7.6120790094
560872.519956286,841459.553022445,"524",-8.4481310192,7.6121489983
560938.228039903,841489.595782807,"525",-8.4475349821,7.6124199852
560941.427382524,841402.484680691,"526",-8.4475069866,7.6116320025
560916.595941022,841407.651527785,"527",-8.4477320407,7.611679025
560871.046158159,841404.498347177,"528",-8.448145017,7.6116510294
560812.521486837,841367.496376186,"529",-8.4486760106,7.6113170106
560800.19495546,841347.251716309,"530",-8.4487879928,7.6111340337
560771.58786866,841376.840539171,"531",-8.4490469936,7.6114020031
560771.60377885,841364.349197874,"532",-8.4490469936,7.611289015
560775.278293218,841339.473097587,"533",-8.4490139689,7.6110639609
560775.299408714,841322.895209402,"534",-8.4490139689,7.6109140087
563801.451358733,843707.647601789,"535",-8.4215509985,7.632448962
563347.537977293,844224.332309008,"536",-8.425659975,7.6371279918
564774.265740522,844305.299017397,"537",-8.4127240162,7.6378429681
564773.809308547,844314.59285182,"538",-8.4127280395,7.6379270386
564850.61500478,844290.261378503,"539",-8.4120320063,7.6377060078
564802.064625681,844306.448898434,"540",-8.4124719724,7.6378530264
564610.71184255,844288.943238942,"541",-8.4142070264,7.6376970392
563921.358046401,844763.946249822,"542",-8.4204510413,7.6420019846
564540.645524826,844150.209701336,"543",-8.4148439672,7.6364430226
564546.92539977,844155.305621956,"544",-8.4147869702,7.6364890393
564839.733607831,845069.331502518,"545",-8.4121210221,7.6447530091
564840.179634414,845067.673380122,"546",-8.4121169988,7.6447380055
564927.27537619,844609.315105648,"547",-8.4113330394,7.6405909751
562839.100474508,844102.162930165,"548",-8.4302710276,7.6360290404
563435.868492711,843578.473051617,"549",-8.4248669632,7.6312849671
563237.911405826,843630.612360349,"550",-8.4266610257,7.6317589637
562847.293974472,844079.507597114,"551",-8.4301970154,7.6358240191
562371.779090851,843419.311575254,"552",-8.4345159587,7.6298580319
561984.227461571,841681.103350933,"553",-8.4380500205,7.6141400356
561970.678873157,841755.04250865,"554",-8.4381719772,7.6148089953
561357.007928795,841443.808861278,"555",-8.4437389858,7.6120009739
561585.316927317,841720.275433923,"556",-8.4416659735,7.6144990325
561659.496193438,841676.586601567,"557",-8.4409939963,7.6141029876
561126.138214025,841013.348149778,"558",-8.4458369762,7.6081100106
561167.544798721,840981.561190897,"559",-8.4454619698,7.6078220084
561733.987819884,841648.8275629,"560",-8.4403190017,7.6138510276
561979.86294753,841645.940186307,"561",-8.4380900022,7.6138220262
560132.560516512,841661.367307286,"562",-8.4548369609,7.6139829587
560313.9012915,841832.851938344,"563",-8.4531910066,7.6155320182
560565.035677298,842121.055218901,"564",-8.4509109613,7.6181360241
562839.433730189,841178.971108152,"565",-8.4303029627,7.6095879916
561151.108776003,839512.712122272,"566",-8.4456280153,7.5945360214
560378.694757896,840488.260720935,"567",-8.4526190255,7.6033690386
560379.303222005,841052.642366217,"568",-8.4526070394,7.6084740367
560634.936890344,839452.906278462,"569",-8.4503079671,7.5940010045
561624.093174763,842778.775167267,"570",-8.4413020313,7.6240730099
561951.552798561,843146.352226957,"571",-8.4383289702,7.6273940038
561574.574259442,840128.269859783,"572",-8.4417819791,7.6000990067
561399.21569141,839925.837981145,"573",-8.4433740377,7.5982699916
561410.304868615,842115.279355821,"574",-8.4432479739,7.618073998
560147.308772584,841594.286619025,"575",-8.4547040239,7.6133760251
559953.581962855,841448.437059128,"576",-8.4564619604,7.6120589767
559948.505361189,841448.986669566,"577",-8.4565079771,7.6120640058
561895.86644229,839983.523722779,"578",-8.4388710279,7.5987859815
563136.778527183,844367.332628294,"579",-8.4275690373,7.6384240016
563916.913040354,847246.901747854,"580",-8.4204610158,7.6644609589
563845.965071668,844233.070180782,"581",-8.4211410396,7.6372009981
563865.14198646,844245.142574108,"582",-8.4209670313,7.6373099629
563863.547814957,844199.928486385,"583",-8.4209820349,7.6369010098
563864.659771538,844198.048858709,"584",-8.4209719766,7.6368839946
563870.723752125,844198.724193837,"585",-8.4209169913,7.6368900295
563876.219505824,844209.453088744,"586",-8.4208670352,7.6369870082
563875.769095368,844221.276708521,"587",-8.4208709747,7.6370939612
564578.027321267,844236.384713357,"588",-8.4145039972,7.6372220367
564595.379053094,844292.017461182,"589",-8.4143459983,7.6377250347
563846.519642509,844233.182133034,"590",-8.4211360104,7.637202004
564630.891583724,844379.292732018,"591",-8.4140229598,7.6385140233
564720.60111093,844594.336302428,"592",-8.4132069815,7.6404580381
563740.556003166,844208.492643292,"593",-8.4220969956,7.6369799674
563746.855937371,844198.669183598,"594",-8.4220399987,7.6368910354
563858.222614995,844392.621143337,"595",-8.4210279677,7.6386440266
564902.806347499,843631.640178661,"596",-8.4115669783,7.6317479834
564959.024341794,843735.531231088,"597",-8.4110560175,7.632687008
565078.696784199,843823.033024367,"598",-8.4099699743,7.6334770024
564012.239728505,844522.283298181,"599",-8.4196300339,7.6398149785
564122.963382454,844540.456163237,"600",-8.4186259657,7.6399780065
564106.852173605,844544.965820183,"601",-8.4187719785,7.640018994
564537.4997164,843784.043020096,"602",-8.4148769919,7.6331309974
564567.918321039,843803.433065951,"603",-8.4146009758,7.6333060116
564193.933664411,843359.045450206,"604",-8.417996988,7.629290996
561538.416477243,840111.311744456,"605",-8.4421099629,7.5999460369
561367.247930632,840166.700415359,"606",-8.4436610341,7.6004490349
560500.189744132,841499.435365615,"607",-8.4515059926,7.6125140302
560894.66456311,839580.484959002,"608",-8.4479519818,7.5951520074
560995.750931008,839632.237924163,"609",-8.4470350016,7.5956189632
562060.193615558,843233.164321977,"610",-8.437343007,7.6281779632
561996.954844739,843176.481478144,"611",-8.4379169997,7.6276659966
561800.38014654,842676.626120066,"612",-8.4397050273,7.6231469773
561790.028963295,840196.536982723,"613",-8.4398279898,7.6007139869
561793.665876479,840201.184246437,"614",-8.4397949651,7.6007559802
561316.859536846,840064.036068117,"615",-8.4441190213,7.5995209906
564199.435710663,843365.131756924,"616",-8.417947032,7.629345981
562853.482479478,842984.905151481,"617",-8.4301540162,7.6259229798
564969.492837568,845843.173158042,"618",-8.410934983,7.651750976
565805.399375629,845145.61754883,"619",-8.403365035,7.645431021
563892.43238374,844789.668616938,"620",-8.4207129758,7.6422350015
565067.489152696,845883.774976296,"621",-8.410045998,7.652117014
565987.15058868,846274.866286541,"622",-8.401702987,7.655643029
565409.583753361,846397.22040304,"623",-8.406937989,7.656756984
565443.008970544,846313.134387224,"624",-8.406635989,7.655995991
565499.301950382,846278.943906668,"625",-8.406126034,7.655686028
565478.560261715,846282.890742573,"626",-8.40631404,7.655721987
565408.53519833,846359.855769491,"627",-8.406947963,7.656419026
565528.968730172,846285.721816714,"628",-8.405856974,7.655746965
565321.718547371,845646.758455603,"629",-8.407743992,7.649969989
566494.174726877,846830.343289382,"630",-8.397098975,7.660661023
564972.898901858,845772.760422417,"631",-8.410904976,7.651114035
561749.265119244,840073.544378098,"632",-8.4401989728,7.5996019598
561686.959031838,839885.083345687,"633",-8.4407660086,7.5978980027
